,Epsilon,Operations,Rewards,Buy and hold,Drawdowns,Mean Rewards,Mean Buy and Holds,Mean Drawdowns
595,0.727635,242,-42.740179,-31.43955187,0.43312737,-2.32163206,16.79254555,0.332551228
596,0.727154,260,3.471382,19.67564777,0.28423015,-2.34581986,16.77734209,0.331163259
597,0.726673,261,-1.164643,13.30034643,0.392876171,-2.85996837,16.09997179,0.332834754
598,0.726192,245,-23.54329,-5.887196858,0.433245846,-3.09522154,15.8618942,0.333263424
599,0.725711,245,48.277719,85.48699743,0.22193929,-2.18263069,17.02835695,0.331090768
600,0.72523,239,47.161551,87.70110667,0.212930514,-1.74470672,17.74647521,0.33001664
601,0.724749,247,53.744424,79.55282022,0.201676768,-0.8386135,18.79814228,0.328183957
602,0.724268,231,12.821849,28.03210856,0.249605955,-0.74541002,18.77534253,0.32837524
603,0.723787,247,-1.863107,25.46193096,0.318071696,-0.33878462,19.35758045,0.32730087
604,0.723306,260,-47.810473,-32.2730732,0.48305296,-0.91067358,18.57590235,0.329967507
605,0.722825,242,-33.904112,-22.8673963,0.421294107,-0.88522987,18.60232556,0.330434006
606,0.722344,219,-34.584022,-25.93134632,0.374189534,-1.83228884,17.28514463,0.331814244
607,0.721863,237,60.670045,84.66802667,0.169784888,-1.67745869,17.34410167,0.331625869
608,0.721382,252,3.404569,22.34693878,0.276866461,-1.72252587,17.27914189,0.330322444
609,0.720901,230,-19.448006,-7.211169851,0.388921696,-2.36656525,16.42611856,0.332209209
610,0.72042,259,56.60646,94.8357179,0.208227747,-1.42507407,17.6337892,0.330149221
611,0.719939,240,38.010229,51.73160173,0.206924878,-0.69396519,18.38286529,0.328475618
612,0.719458,218,-40.924589,-31.61771755,0.40924569,-0.68208209,18.38883381,0.328352056
613,0.718977,260,33.853496,70.74212199,0.217984874,-0.16705911,19.13256414,0.326626786
614,0.718496,259,36.288811,94.0815767,0.245081886,0.19128038,19.87880325,0.32509747
615,0.718015,254,32.084359,46.85537736,0.198784393,0.91014897,20.66895391,0.323098904
616,0.717534,243,11.89265,28.84291667,0.417296308,1.44205754,21.2473435,0.323024876
617,0.717053,239,-40.981223,-32.80461958,0.41630524,0.58137684,20.03576106,0.325076175
618,0.716572,224,-27.106078,-12.893077,0.396813843,0.65399774,20.15020466,0.325331572
619,0.716091,256,-25.562227,-3.202801493,0.423849662,-0.07040474,19.2529768,0.327369643
620,0.71561,267,55.711704,74.61873027,0.226608081,0.87762412,20.25600801,0.325706476
621,0.715129,239,23.439189,56.41766888,0.243334664,0.72274227,20.05541505,0.325894582
622,0.714648,247,-32.707986,-26.01371834,0.370069433,0.76285631,20.06751735,0.325768136
623,0.714167,241,15.15271,36.39534213,0.216685083,1.3075694,20.70071059,0.323724681
624,0.713686,251,11.321278,33.33033731,0.265071405,1.77448661,21.24859891,0.322192783
625,0.713205,231,11.594065,23.62446612,0.245998743,2.27948114,21.77560054,0.320561279
626,0.712724,236,-32.919432,-22.729986,0.366475118,2.27423865,21.80514459,0.320835552
627,0.712243,221,-29.401353,-19.13092262,0.39492135,1.88023381,21.34880553,0.320813906
628,0.711762,239,19.498865,30.21541467,0.177380228,2.49990829,21.96987236,0.318280963
629,0.711281,246,-31.337922,-22.8673963,0.404229336,1.57660136,20.868206,0.320421526
630,0.7108,231,42.022207,81.57288791,0.214922726,1.375181,20.84796492,0.320683357
631,0.710319,235,-44.741546,-31.39278798,0.455277745,0.57343288,19.7672307,0.323063484
632,0.709838,241,-42.774587,-29.51796319,0.448023103,0.56006047,19.79419676,0.32339998
633,0.709357,233,3.545603,24.94903085,0.421756081,0.98419323,20.32860906,0.323694403
634,0.708876,209,17.41676,35.05868265,0.20892571,1.5047339,20.93700864,0.322011222
635,0.708395,256,-37.902147,-28.98480104,0.387575297,1.50054653,20.97046157,0.322043059
636,0.707914,238,-35.058867,-22.97749173,0.39992116,0.68874854,19.89420438,0.323789645
637,0.707433,230,28.712585,40.54948372,0.255941479,0.39789611,19.48496038,0.324220057
638,0.706952,256,-33.02604,-22.71396697,0.368554738,0.42111094,19.44185108,0.324052744
639,0.706471,241,-3.254811,13.38135954,0.406851479,0.40564789,19.4745425,0.324245091
640,0.70599,260,-44.592491,-33.28287198,0.44592481,-0.12932233,18.92063898,0.326094229
641,0.705509,232,4.577976,17.69742136,0.403577037,0.32822268,19.41200871,0.325924331
642,0.705028,225,18.733673,40.30821918,0.280209025,0.29507735,19.24969787,0.326622658
643,0.704547,227,-35.062337,-21.10853498,0.393761547,0.08044653,18.97770475,0.326421133
644,0.704066,234,-2.61188,10.19610257,0.412081409,-0.08434924,18.72939136,0.32775366
645,0.703585,239,8.251968,26.39741314,0.287078291,-0.53358941,18.13626023,0.328639601
646,0.703104,249,-37.460092,-30.78489705,0.37482633,-1.45195539,16.91332892,0.330346599
647,0.702623,238,51.858775,79.35792492,0.206910502,-0.98721434,17.45997221,0.329003568
648,0.702142,232,-40.91545,-31.62830914,0.41973295,-1.08968664,17.34897504,0.329546536
649,0.701661,227,15.206625,34.75657092,0.286346283,-1.32545399,17.13703018,0.330657769
650,0.70118,217,75.972865,102.3123121,0.21322267,-0.13960413,18.49103777,0.328517079
651,0.700699,227,-34.928325,-22.51607829,0.374388793,-0.21706208,18.35357752,0.328019471
652,0.700218,268,-34.326939,-24.34879585,0.367843642,-0.62618492,17.80357694,0.328735082
653,0.699737,257,13.678061,34.20997232,0.22109795,-0.11287014,18.42336502,0.326945999
654,0.699256,239,-31.821558,-24.39773681,0.368259845,-0.09988738,18.38467357,0.326702028
655,0.698775,249,20.802442,38.52418461,0.143426511,-0.4098391,17.91281015,0.326025323
656,0.698294,256,-6.03202,7.909004107,0.372698973,-0.05613389,18.28265716,0.325436448
657,0.697813,255,-41.645593,-31.65446841,0.43238983,-0.50464346,17.6508654,0.326816813
658,0.697332,199,58.334176,81.03839744,0.188467707,-0.02030873,18.17082339,0.325911267
659,0.696851,257,17.796579,38.63644819,0.268353411,0.44844706,18.7399696,0.324326397
660,0.69637,239,73.79478,115.7011866,0.204311852,0.65359095,19.11809994,0.324438423
661,0.695889,223,55.152919,83.46203953,0.182378827,1.55100733,20.2434773,0.322602298
662,0.695408,202,4.27259,17.2766824,0.290703025,0.96503001,19.46918435,0.323522361
663,0.694927,219,-0.203043,14.16452299,0.401268725,1.36011328,19.9189321,0.323477213
664,0.694446,249,-34.603048,-22.61816892,0.37726933,0.98459225,19.47610756,0.324449606
665,0.693965,253,13.350475,34.90634496,0.257436041,0.8789111,19.45407998,0.325092874
666,0.693484,253,-36.044664,-28.49219844,0.37116345,0.22361666,18.56414244,0.326579987
667,0.693003,245,19.215952,33.32475791,0.16099015,0.62195363,18.98841321,0.324199032
668,0.692522,216,41.43386,77.73447917,0.215940643,1.47043433,20.07611059,0.322017017
669,0.692041,232,0.91899,15.89580286,0.358346772,1.49211548,20.15810336,0.321975956
670,0.69156,247,3.346409,22.76231831,0.347628545,0.91530444,19.53066136,0.323177272
671,0.691079,221,-44.124921,-33.29212294,0.443261149,0.01365586,18.29796125,0.32568515
672,0.690598,214,15.079411,31.29235421,0.251975216,0.31364804,18.6540671,0.324111515
673,0.690117,247,14.325905,25.54153149,0.181531191,0.02033512,18.07090513,0.323622787
674,0.689636,209,31.438776,47.86170722,0.1845756,0.27939762,18.30971383,0.321400817
675,0.689155,243,-34.023664,-24.14106554,0.384352978,-0.26923112,17.69760509,0.323172624
676,0.688674,244,48.089296,79.68983806,0.229679265,-0.15894429,17.87411551,0.323250295
677,0.688193,242,54.676839,89.77096629,0.219438575,0.37769031,18.52279686,0.321399706
678,0.687712,223,9.007289,16.59090909,0.39436058,0.27958434,18.33155845,0.322905227
679,0.687231,213,58.295744,79.87015584,0.193811148,0.93176232,18.95450844,0.320498074
680,0.68675,240,-5.328798,13.30034643,0.439729484,1.30135941,19.39984934,0.320566023
681,0.686269,250,-40.900406,-32.10356575,0.40900402,0.99238754,18.99770062,0.320410887
682,0.685788,229,15.143211,35.05868265,0.20229615,0.53279727,18.30598164,0.320154998
683,0.685307,233,65.994481,103.0657772,0.213413347,1.59966431,19.65286737,0.318163285
684,0.684826,244,-6.743106,7.841603258,0.374336387,1.49463489,19.5888477,0.318111396
685,0.684345,213,-33.401183,-22.71396697,0.377018835,1.12159317,19.11997296,0.317855956
686,0.683864,238,13.514718,25.05882353,0.201415242,1.62668551,19.66845628,0.315997778
687,0.683383,250,-12.198573,3.981131849,0.38547919,1.93259553,20.00344723,0.315341179
688,0.682902,230,-46.038433,-32.76186056,0.46140002,1.87782413,19.9009894,0.31573424
689,0.682421,242,-14.620809,0.766339871,0.406755995,1.63782968,19.60090285,0.317167959
690,0.68194,198,4.298129,22.34693878,0.281075817,2.08024251,20.13016448,0.315844224
691,0.681459,257,56.743061,81.57288791,0.200628583,2.94892048,21.17207505,0.314379301
692,0.680978,249,13.949286,36.13756879,0.221686866,2.94634098,21.17621629,0.313818557
693,0.680497,255,-38.091066,-23.3997264,0.430699971,2.07456956,20.09524461,0.315964741
694,0.680016,242,-3.488401,12.91146787,0.396282699,2.41994331,20.50958424,0.315930941
695,0.679535,208,-35.100396,-29.28353064,0.36048462,2.49634114,20.53114445,0.315204513
696,0.679054,265,2.178267,21.80429053,0.285593859,2.48340999,20.55243088,0.31521815
697,0.678573,220,5.277538,21.66428536,0.279372852,2.5478318,20.63607027,0.314083117
698,0.678092,222,51.882266,82.33803901,0.202542393,3.30208736,21.51832262,0.311776083
699,0.677611,223,66.862461,88.79294449,0.208281527,3.48793478,21.5513821,0.311639505
700,0.67713,235,-35.327017,-28.98480104,0.359915187,2.6630491,20.38452302,0.313109352
701,0.676649,234,-29.783832,-19.85804376,0.397536377,1.82776654,19.39041438,0.315067948
702,0.676168,226,-43.207006,-30.9025042,0.444549118,1.26747799,18.80106825,0.317017379
703,0.675687,232,10.152585,22.10747996,0.260224991,1.38763491,18.76752374,0.316438912
704,0.675206,224,-1.747026,18.84117129,0.346080448,1.84826938,19.27866619,0.315069187
705,0.674725,222,-16.155912,-3.630910495,0.413323348,2.02575138,19.47103104,0.31498948
706,0.674244,225,59.389585,79.87015584,0.191539285,2.96548745,20.52904607,0.313162977
707,0.673763,247,-41.159583,-32.10036559,0.415497,1.94719117,19.36136214,0.315620098
708,0.673282,255,-39.712584,-26.52985158,0.426647833,1.51601964,18.87259424,0.317117912
709,0.672801,235,-1.160564,13.2437524,0.424658525,1.69889406,19.07714346,0.31747528
710,0.67232,248,2.597852,25.66044541,0.431011934,1.15880798,18.38539074,0.319703122
711,0.671839,255,37.113392,74.61873027,0.202489253,1.14983961,18.61426202,0.319658766
712,0.671358,238,-17.135166,-6.374425465,0.388955514,1.38773384,18.86669494,0.319455864
713,0.670877,237,17.376496,37.11816072,0.266923734,1.22296384,18.53045533,0.319945253
714,0.670396,236,15.096452,24.94802716,0.383967373,1.01104025,17.83911984,0.321334108
715,0.669915,204,84.152323,115.7011866,0.193293416,1.53171989,18.52757793,0.321279198
716,0.669434,214,-33.458286,-23.60921986,0.370310691,1.07821053,18.00305656,0.320809342
717,0.668953,205,15.722703,21.38678854,0.307524512,1.64524979,18.54497064,0.319721534
718,0.668472,223,-31.13942,-19.85804376,0.408557624,1.60491637,18.47532098,0.319838972
719,0.667991,221,-32.507772,-22.63875512,0.38862479,1.53546092,18.28096144,0.319486723
720,0.66751,236,56.18472,82.06643287,0.2112917,1.54019108,18.35543847,0.31933356
721,0.667029,249,-35.232041,-23.43201664,0.408408097,0.95347878,17.55694161,0.320984294
722,0.666548,216,-19.652693,-8.518581677,0.386376069,1.08403171,17.73189298,0.32114736
723,0.666067,240,61.439735,83.59699554,0.211766913,1.54690196,18.20390951,0.321098179
724,0.665586,240,-6.870945,14.0858813,0.427279632,1.36497973,18.01146495,0.322720261
725,0.665105,228,22.66093,39.49713827,0.161021103,1.47564838,18.17019167,0.321870485
726,0.664624,246,-21.158016,-3.202801493,0.409913975,1.59326254,18.36546352,0.322304873
727,0.664143,220,21.823738,38.94009576,0.287633226,2.10551345,18.9461737,0.321231992
728,0.663662,249,-37.011213,-28.29780597,0.383596502,1.54041267,18.3610415,0.323294155
729,0.663181,236,3.315199,24.54787324,0.415051476,1.88694388,18.83519419,0.323402376
730,0.6627,217,56.626831,84.64822761,0.203923397,2.03299012,18.86594759,0.323292383
731,0.662219,235,17.118778,34.75657092,0.26803265,2.65159336,19.52744118,0.321419932
732,0.661738,215,-33.229175,-22.94034801,0.362372864,2.74704748,19.59321733,0.320563429
733,0.661257,226,23.948429,38.49713647,0.26197925,2.95107574,19.72869838,0.318965661
734,0.660776,226,36.140862,70.39355937,0.220704985,3.13831676,20.08204715,0.319083454
735,0.660295,229,40.800272,76.63299794,0.235946617,3.92534095,21.13822514,0.317567167
736,0.659814,256,-39.022083,-27.97485494,0.39949356,3.88570879,21.08825151,0.317562891
737,0.659333,237,0.755662,12.51481461,0.382530394,3.60613956,20.80790482,0.31882878
738,0.658852,236,-40.011535,-31.00305272,0.413143567,3.53628461,20.72501396,0.319274668
739,0.658371,208,56.628812,80.85109091,0.203750551,4.13512084,21.39971127,0.317243659
740,0.65789,254,20.809324,46.85537736,0.212641528,4.78913899,22.20109377,0.314910826
741,0.657409,250,-39.460447,-31.49639161,0.398282578,4.34875476,21.70915564,0.314857882
742,0.656928,234,10.805424,21.02008288,0.25232851,4.26947227,21.51627428,0.314579077
743,0.656447,234,-43.438916,-30.98642076,0.444329163,4.18570648,21.41749542,0.315084753
744,0.655966,216,13.423797,19.61408163,0.37277132,4.34606325,21.51167521,0.314691652
745,0.655485,242,60.362618,86.03340911,0.187821232,4.86716975,22.10803517,0.313699081
746,0.655004,235,-22.903618,-8.632445182,0.414416153,5.01273449,22.32955969,0.314094979
747,0.654523,253,15.059939,45.89473684,0.192287929,4.64474613,21.99492781,0.313948754
748,0.654042,245,-38.82904,-27.02576237,0.413615269,4.66561023,22.04095327,0.313887577
749,0.653561,243,-31.510289,-18.40303739,0.374289452,4.19844109,21.50935719,0.314767009
750,0.65308,225,2.565346,24.6935961,0.358475111,3.4643659,20.73317003,0.316219533
751,0.652599,249,-39.947271,-29.1547595,0.403675142,3.41417644,20.66678322,0.316512397
752,0.652118,254,-20.679045,-6.790546656,0.416091916,3.55065538,20.84236571,0.316994879
753,0.651637,209,-31.091764,-23.83004423,0.363497232,3.10295713,20.26196554,0.318418872
754,0.651156,234,-39.612346,-32.72372303,0.414145709,3.02504925,20.17870568,0.318877731
755,0.650675,231,-20.265565,-7.839368043,0.401718471,2.61436918,19.71507016,0.32146065
756,0.650194,229,56.583241,91.24178693,0.22061794,3.24052179,20.54839798,0.31993984
757,0.649713,206,24.741651,33.33033731,0.273725213,3.90439423,21.19824604,0.318353194
758,0.649232,231,9.639713,29.04259793,0.299084644,3.4174496,20.67828805,0.319459363
759,0.648751,233,-32.49175,-28.49219844,0.33371154,2.91456631,20.00700158,0.320112945
760,0.64827,224,-34.087179,-23.83004423,0.372524567,1.83574672,18.61168927,0.321795072
761,0.647789,245,-35.435593,-23.83004423,0.380593838,0.9298616,17.53876843,0.323777222
762,0.647308,223,13.570127,36.39534213,0.214964485,1.02283697,17.72995503,0.323019836
763,0.646827,234,17.812887,39.16082294,0.289025353,1.20299627,17.97991803,0.321897403
764,0.646346,213,-40.391509,-21.45849464,0.44097526,1.14511166,17.99151477,0.322534462
765,0.645865,216,29.851134,38.94009576,0.25028412,1.31011825,18.03185228,0.322462943
766,0.645384,235,-32.399979,-25.11183172,0.35022749,1.3465651,18.06565595,0.322253583
767,0.644903,234,15.535789,31.29235421,0.260645601,1.30976347,18.04533191,0.323250138
768,0.644422,223,18.5054,36.68075205,0.272434504,1.08047887,17.63479464,0.323815076
769,0.643941,206,-39.118903,-27.76883494,0.410520502,0.68009994,17.19814826,0.324336814
770,0.64346,221,-40.076779,-31.55457472,0.40076783,0.24586806,16.65497933,0.324868206
771,0.642979,245,-30.900885,-25.84934025,0.346242734,0.37810842,16.72940716,0.323898022
772,0.642498,234,15.802031,32.45551351,0.276058029,0.38533462,16.74103875,0.32413885
773,0.642017,225,-34.440165,-31.96333876,0.358037107,-0.10232608,16.16599005,0.32590391
774,0.641536,207,-31.07066,-22.8673963,0.391351372,-0.72742044,15.45869901,0.327971667
775,0.641055,238,-26.747614,-19.85804376,0.380442329,-0.65465994,15.50152923,0.327932561
776,0.640574,234,6.328407,28.92470346,0.415072764,-1.07226883,14.99387789,0.329786496
777,0.640093,234,-39.000967,-32.80461958,0.39793372,-2.00904689,13.76812203,0.331571447
778,0.639612,227,74.259026,89.81099596,0.183978323,-1.35652952,14.5003229,0.329467625
779,0.639131,254,53.240368,79.35792492,0.230743044,-1.40708328,14.49520059,0.329836944
780,0.63865,235,-35.090833,-25.08235291,0.36690863,-1.70470363,14.11137359,0.329108735
781,0.638169,231,-7.167726,11.41091355,0.410333518,-1.36737683,14.54651839,0.32912203
782,0.637688,206,22.740561,39.49713827,0.157563999,-1.29140333,14.59090294,0.328674709
783,0.637207,233,16.191771,29.47738542,0.190799498,-1.78943043,13.85501902,0.32844857
784,0.636726,236,-19.177278,-8.323201353,0.382471528,-1.91377215,13.69337098,0.328529921
785,0.636245,213,-35.260791,-26.47060451,0.387466711,-1.93236823,13.6558046,0.3286344
786,0.635764,211,17.071414,31.56197002,0.260988464,-1.89680127,13.72083607,0.329230132
787,0.635283,213,23.469886,37.11816072,0.256885929,-1.54011668,14.05220636,0.3279442
788,0.634802,240,6.487143,26.99984478,0.332012926,-1.01486092,14.64982341,0.326650329
789,0.634321,227,69.610949,94.8357179,0.211595031,-0.17254334,15.59051719,0.324698719
790,0.63384,218,-44.901395,-31.67480562,0.455198369,-0.66453858,15.05029975,0.326439945
791,0.633359,232,-35.003548,-29.7895076,0.363307196,-1.58200467,13.93667579,0.328066731
792,0.632878,225,-23.305857,-8.416402748,0.411042432,-1.9545561,13.49113608,0.329960287
793,0.632397,233,-39.108836,-31.67480562,0.393476395,-1.9647338,13.40838528,0.329588051
794,0.631916,241,1.10834,11.41091355,0.393223432,-1.91876639,13.39337974,0.329557458
795,0.631435,244,62.752315,84.69744162,0.191201469,-0.94023928,14.53318946,0.327864627
796,0.630954,237,-3.484659,6.170052671,0.408843484,-0.99686854,14.37684708,0.329097123
797,0.630473,227,8.851411,16.59090909,0.38606189,-0.96112981,14.32611332,0.330164013
798,0.629992,223,-4.507617,16.15648094,0.38788915,-1.52502864,13.66429774,0.332017481
799,0.629511,235,-39.400824,-29.7895076,0.408182214,-2.58766149,12.47847322,0.334016488
800,0.62903,244,54.818129,82.61437454,0.194913988,-1.68621003,13.59446498,0.332366476
801,0.628549,215,3.690347,10.06625347,0.338492809,-1.35146824,13.89370795,0.33177604
802,0.628068,194,76.740398,101.7461921,0.22564839,-0.1519942,15.22019491,0.329587033
803,0.627587,225,57.928359,79.91065068,0.205134664,0.32576354,15.79822662,0.329036129
804,0.627106,228,-0.864174,13.30034643,0.420081296,0.33459206,15.74281837,0.329776138
805,0.626625,234,41.821248,71.49288235,0.207732302,0.91436366,16.4940563,0.327720227
806,0.626144,234,36.506959,70.74212199,0.235678674,0.6855374,16.40277596,0.328161621
807,0.625663,204,62.676289,78.09116308,0.19500322,1.72389612,17.50469125,0.325956684
808,0.625182,244,-41.450902,-27.32532816,0.444289823,1.70651294,17.49673648,0.326133103
809,0.624701,221,11.124579,28.23354012,0.40628843,1.82936437,17.64663436,0.325949403
810,0.62422,229,-37.389528,-23.19345661,0.38924737,1.42949057,17.15809534,0.325531757
811,0.623739,235,-23.07041,-6.790546656,0.398859655,0.82765255,16.34400257,0.327495461
812,0.623258,204,-18.736882,0.766339871,0.426625219,0.81163539,16.41541022,0.327872158
813,0.622777,229,-43.579529,-35.11992418,0.43705494,0.20207514,15.69302937,0.32957347
814,0.622296,238,17.351411,32.98648319,0.400056978,0.22462473,15.77341393,0.329734366
815,0.621815,229,20.135154,33.05810772,0.14954001,-0.41554696,14.94698314,0.329296832
816,0.621334,238,16.330147,33.4974398,0.271100426,0.08233737,15.51804974,0.328304729
817,0.620853,192,6.138799,24.17350694,0.398417093,-0.01350167,15.54591692,0.329213655
818,0.620372,239,7.386104,25.66044541,0.424787287,0.37175357,16.00110182,0.329375952
819,0.619891,219,7.810145,21.70229338,0.277111012,0.77493274,16.4445123,0.328260814
820,0.61941,227,-40.14898,-31.96333876,0.410676033,-0.18840426,15.30421458,0.330254657
821,0.618929,221,-34.78185,-21.91837421,0.374530248,-0.18390235,15.31935101,0.329915879
822,0.618448,236,45.126939,71.68465379,0.218475352,0.46389397,16.12138336,0.328236872
823,0.617967,225,6.63785,16.49780863,0.380874173,-0.08412488,15.45039149,0.329927944
824,0.617486,222,3.51652,16.24759798,0.388650049,0.01974977,15.47200866,0.329541648
825,0.617005,219,68.062195,85.48699743,0.195324824,0.47376242,15.93190725,0.329884686
826,0.616524,220,-30.5086,-18.40303739,0.370414793,0.38025658,15.77990489,0.329489694
827,0.616043,218,-39.531937,-29.1547595,0.403881852,-0.23330017,15.09895634,0.33065218
828,0.615562,217,-41.773266,-32.10036559,0.419583549,-0.2809207,15.06093074,0.331012051
829,0.615081,236,56.804335,80.85109091,0.185093918,0.25397066,15.62396292,0.328712475
830,0.6146,218,-37.961821,-28.98480104,0.387256789,-0.69191586,14.48763264,0.330545809
831,0.614119,218,14.456367,20.57685116,0.387677557,-0.71853997,14.34583544,0.331742258
832,0.613638,227,-28.769818,-20.62006191,0.355204854,-0.6739464,14.3690383,0.331670578
833,0.613157,208,41.865116,55.1628512,0.199337744,-0.49477953,14.53569545,0.331044163
834,0.612676,230,2.514374,21.66428536,0.285897641,-0.83104441,14.04840271,0.331696089
835,0.612195,222,12.76228,30.93263356,0.266554216,-1.11142433,13.59139906,0.332002165
836,0.611714,238,63.429514,76.47696537,0.19927172,-0.08690836,14.63591726,0.329999947
837,0.611233,210,35.81117,55.1628512,0.212457606,0.26364672,15.06239763,0.328299219
838,0.610752,214,12.622339,21.05120232,0.248888987,0.78998546,15.58294018,0.326656673
839,0.610271,217,4.100698,16.49780863,0.376965848,0.26470432,14.93940736,0.328388826
840,0.60979,224,48.672066,65.14603843,0.202668676,0.54333174,15.12231397,0.328289098
841,0.609309,238,-40.500389,-30.57922464,0.419340537,0.53293232,15.13148564,0.328499677
842,0.608828,222,17.148636,30.85110231,0.396075061,0.59636444,15.22979583,0.329937143
843,0.608347,209,82.544517,97.7277981,0.179832727,1.85619877,16.51693802,0.327292179
844,0.607866,219,-37.428177,-30.04214004,0.37476364,1.34767903,16.02037581,0.327312102
845,0.607385,192,22.315616,38.94009576,0.251004817,0.96720901,15.54944267,0.327943938
846,0.606904,221,-44.969788,-34.58060245,0.44969783,0.74654731,15.2899611,0.328296754
847,0.606423,212,60.814045,88.3536245,0.211027474,1.20408837,15.71454998,0.32848415
848,0.605942,241,-41.951185,-31.03650089,0.427978631,1.17286692,15.67444259,0.328627783
849,0.605461,237,-41.399832,-33.97518248,0.41817084,1.07397149,15.51872114,0.329066597
850,0.60498,227,19.333424,32.45551351,0.266235201,1.24165227,15.59634031,0.328144198
851,0.604499,226,-28.645433,-22.18295218,0.37165883,1.35467065,15.66605839,0.327824035
852,0.604018,227,52.339333,85.90322938,0.199056505,2.08485443,16.59299615,0.325653681
853,0.603537,215,13.825665,27.23427106,0.265078913,2.53402872,17.1036393,0.324669498
854,0.603056,222,20.977375,40.30821918,0.2620322,3.13992593,17.83395872,0.323148363
855,0.602575,207,-16.056184,-8.323201353,0.38777202,3.18201974,17.82912039,0.323008898
856,0.602094,224,-34.091099,-28.27970217,0.35273293,2.27527634,16.6339055,0.324330048
857,0.601613,234,9.150827,30.93263356,0.267506876,2.1193681,16.60992846,0.324267865
858,0.601132,235,-35.75003,-23.43201664,0.408219713,1.66547067,16.08518231,0.325359215
859,0.600651,229,48.561312,79.45417388,0.239096931,2.47600129,17.16464604,0.324413069
860,0.60017,211,-16.944935,-3.630910495,0.405705306,2.64742373,17.36663738,0.324744877
861,0.599689,205,16.240594,25.66044541,0.374397091,3.1641856,17.86154227,0.324682909
862,0.599208,225,68.525226,92.59456,0.222138344,3.71373659,18.42353445,0.324754648
863,0.598727,231,15.006886,38.63644819,0.272560896,3.68567658,18.4182907,0.324590003
864,0.598246,265,45.722105,76.68063405,0.198201068,4.54681272,19.39968199,0.322162261
865,0.597765,206,-5.078222,8.91303164,0.379863596,4.19751916,19.09941135,0.323458056
866,0.597284,224,14.388451,33.79045356,0.407562739,4.66540346,19.6884342,0.324031409
867,0.596803,225,19.834786,31.65517263,0.177884516,4.70839343,19.69206239,0.323203798
868,0.596322,238,0.516507,14.37913481,0.391961891,4.5285045,19.46904621,0.324399072
869,0.595841,221,-43.17677,-33.0884467,0.43482978,4.48792583,19.4158501,0.324642164
870,0.59536,203,25.145018,38.63644819,0.277505284,5.1401438,20.11776032,0.323409539
871,0.594879,239,38.563527,46.85537736,0.190620821,5.83478792,20.8448075,0.32185332
872,0.594398,200,16.565621,24.53243213,0.238665519,5.84242382,20.76557669,0.321479395
873,0.593917,206,-5.005619,17.14870457,0.425909092,6.13676928,21.25669712,0.322158115
874,0.593436,206,7.866535,22.53869654,0.268632573,6.52614123,21.71075805,0.320930927
875,0.592955,237,-38.559406,-29.51796319,0.412748706,6.40802331,21.61415885,0.32125399
876,0.592474,222,17.932462,32.98648319,0.39277045,6.52406386,21.65477665,0.321030967
877,0.591993,226,18.528916,27.67431622,0.401727451,7.09936269,22.25956601,0.321068904
878,0.591512,219,-43.698572,-35.40464295,0.43698572,5.91978671,21.00740962,0.323598978
879,0.591031,221,70.348433,92.66289901,0.209299176,6.09086736,21.14045936,0.32338454
880,0.59055,235,-30.641253,-22.61816892,0.351168788,6.13536316,21.1651012,0.323227141
881,0.590069,211,-35.679087,-24.34879585,0.38285167,5.85024955,20.80750411,0.322952323
882,0.589588,198,13.031537,24.28572527,0.324517713,5.75315931,20.65538998,0.32462186
883,0.589107,233,6.950486,22.34693878,0.25935844,5.66074646,20.58408551,0.325307449
884,0.588626,217,40.792819,56.41766888,0.21297512,6.26044743,21.23149421,0.323612485
885,0.588145,226,53.508079,81.84208134,0.23361576,7.14813613,22.31462107,0.322073976
886,0.587664,214,-46.742192,-34.58060245,0.46742203,6.51000007,21.65319535,0.324138311
887,0.587183,223,-32.758079,-23.60921986,0.361838695,5.94772042,21.04592154,0.325187839
888,0.586702,206,-29.673126,-23.36061328,0.335304182,5.58611773,20.54231696,0.325220752
889,0.586221,225,13.4802,30.47500044,0.277650627,5.02481024,19.89870979,0.325881308
890,0.58574,206,-28.090328,-18.16787649,0.390201097,5.19292091,20.03377908,0.325231335
891,0.585259,190,57.957553,77.88815259,0.222748008,6.12253192,21.11055568,0.323825743
892,0.584778,241,17.672641,33.30785646,0.395212349,6.5323169,21.52779827,0.323667442
893,0.584297,224,-8.719049,2.047623887,0.392225486,6.83621477,21.86502257,0.323654933
894,0.583816,217,-34.995622,-26.92398162,0.37766188,6.47517515,21.48167361,0.323499318
895,0.583335,231,-43.167224,-32.6884897,0.43516553,5.41597976,20.3078143,0.325938958
896,0.582854,209,9.361046,31.5064833,0.1860691,5.54443681,20.56117861,0.323711214
897,0.582373,219,-34.8778,-24.34879585,0.38300882,5.1071447,20.15178156,0.323680684
898,0.581892,208,-36.319194,-31.18128289,0.3729473,4.78902893,19.67840392,0.323531265
899,0.581411,243,55.90643,79.55282022,0.203238708,5.74210147,20.7718272,0.32148183
900,0.58093,206,-38.96329,-27.16226396,0.414644726,4.80428728,19.67406081,0.323679138
901,0.580449,213,5.097055,14.16452299,0.396173696,4.81835436,19.71504351,0.324255946
902,0.579968,211,-44.122542,-31.35389444,0.443778817,3.60972496,18.38404264,0.326437251
903,0.579487,208,-30.797009,-25.08235291,0.359328682,2.72247128,17.33411261,0.327979191
